Date,Open,High,Low,Close,Adj Close,Volume
2025-07-09,171.5,173.41000366210938,170.91000366210938,171.94000244140625,171.94000244140625,259600
2025-07-10,171.86000061035156,172.1699981689453,162.3800048828125,163.00999450683594,163.00999450683594,389600
2025-07-11,162.0,162.0,154.1300048828125,154.83999633789062,154.83999633789062,485200
2025-07-14,153.3000030517578,154.19000244140625,151.0,151.9199981689453,151.9199981689453,794100
2025-07-15,153.5399932861328,154.0,151.36000061035156,151.50999450683594,151.50999450683594,422200
2025-07-16,151.1699981689453,153.17999267578125,150.0800018310547,151.7100067138672,151.7100067138672,407300
2025-07-17,153.9199981689453,154.77999877929688,151.74000549316406,154.27000427246094,154.27000427246094,287800
2025-07-18,154.22999572753906,154.22999572753906,151.8000030517578,153.41000366210938,153.41000366210938,295100
2025-07-21,154.4499969482422,156.52000427246094,153.77000427246094,155.47000122070312,155.47000122070312,451600
2025-07-22,155.9199981689453,158.8800048828125,155.4600067138672,158.8800048828125,158.8800048828125,448900
2025-07-23,159.44000244140625,163.13999938964844,157.75,162.77000427246094,162.77000427246094,498800
2025-07-24,161.6999969482422,162.55999755859375,159.83999633789062,161.6199951171875,161.6199951171875,503000
2025-07-25,161.6199951171875,162.49000549316406,159.92999267578125,162.4199981689453,162.4199981689453,435000
2025-07-28,173.49000549316406,175.0,166.61000061035156,170.3699951171875,170.3699951171875,1176900
2025-07-29,168.97000122070312,169.27999877929688,162.8800048828125,163.99000549316406,163.99000549316406,660200
2025-07-30,163.85000610351562,163.8699951171875,159.72999572753906,161.10000610351562,161.10000610351562,522100
2025-07-31,159.4600067138672,159.5800018310547,155.47999572753906,156.0500030517578,156.0500030517578,1294900
2025-08-01,155.0,155.32000732421875,151.60000610351562,152.61000061035156,152.61000061035156,746000
2025-08-04,152.88999938964844,155.8699951171875,152.7899932861328,155.82000732421875,155.82000732421875,431400
2025-08-05,155.5500030517578,156.22000122070312,152.5500030517578,153.0500030517578,153.0500030517578,423700
2025-08-06,153.83999633789062,155.30999755859375,152.64999389648438,153.9199981689453,153.9199981689453,495100
2025-08-07,154.80999755859375,156.3699951171875,147.14999389648438,148.6300048828125,148.6300048828125,742300
2025-08-08,148.5,150.88999938964844,147.5500030517578,148.66000366210938,148.66000366210938,403200
2025-08-11,146.1999969482422,149.39999389648438,143.67999267578125,144.64999389648438,144.64999389648438,573900
2025-08-12,140.07000732421875,145.02999877929688,140.0,142.33999633789062,142.33999633789062,844700
2025-08-13,143.3699951171875,148.9600067138672,142.72000122070312,147.99000549316406,147.99000549316406,1012800
2025-08-14,137.3000030517578,138.99000549316406,127.0,127.8499984741211,127.8499984741211,2770900
2025-08-15,130.60000610351562,133.5800018310547,129.0500030517578,133.16000366210938,133.16000366210938,1283000
2025-08-18,135.14999389648438,138.08999633789062,133.80999755859375,136.8800048828125,136.8800048828125,1299500
2025-08-19,137.47999572753906,139.22999572753906,136.3800048828125,137.97000122070312,137.97000122070312,723900
2025-08-20,136.8000030517578,138.25,136.0,137.86000061035156,137.86000061035156,657100
2025-08-21,136.67999267578125,137.7899932861328,135.82000732421875,137.52999877929688,137.52999877929688,569600
2025-08-22,137.08999633789062,142.5399932861328,136.82000732421875,142.5,142.5,905600
2025-08-25,142.22000122070312,142.74000549316406,140.55999755859375,140.64999389648438,140.64999389648438,513200
2025-08-26,140.25999450683594,141.47999572753906,138.10000610351562,138.63999938964844,138.63999938964844,442900
2025-08-27,138.4199981689453,140.8000030517578,138.27999877929688,140.3300018310547,140.3300018310547,675700
2025-08-28,141.3000030517578,144.00999450683594,141.25,142.6999969482422,142.6999969482422,612800
2025-08-29,142.72000122070312,143.6999969482422,141.02999877929688,141.35000610351562,141.35000610351562,607600
2025-09-02,141.27999877929688,141.35000610351562,134.69000244140625,136.5,136.5,2045800
2025-09-03,137.36000061035156,137.8699951171875,135.92999267578125,137.2899932861328,137.2899932861328,621300
2025-09-04,136.6699981689453,139.75999450683594,134.4600067138672,138.6699981689453,138.6699981689453,571400
2025-09-05,139.02000427246094,142.25,139.02000427246094,140.41000366210938,140.41000366210938,346500
2025-09-08,142.6999969482422,143.5399932861328,141.2899932861328,142.9499969482422,142.9499969482422,460600
2025-09-09,142.9499969482422,144.17999267578125,142.55999755859375,143.35000610351562,143.35000610351562,382400
2025-09-10,144.6199951171875,145.83999633789062,141.3300018310547,142.02999877929688,142.02999877929688,403700
2025-09-11,143.0,143.85000610351562,141.47999572753906,142.63999938964844,142.63999938964844,459700
2025-09-12,143.0,143.5,141.49000549316406,142.80999755859375,142.80999755859375,373700
2025-09-15,142.25999450683594,143.7899932861328,140.88999938964844,143.19000244140625,143.19000244140625,525800
2025-09-16,143.47999572753906,146.5399932861328,141.55999755859375,146.17999267578125,146.17999267578125,765000
2025-09-17,146.5800018310547,151.0,146.47999572753906,148.8300018310547,148.8300018310547,561200
2025-09-18,151.02000427246094,151.4600067138672,149.4199981689453,151.3300018310547,151.3300018310547,525300
2025-09-19,151.88999938964844,153.67999267578125,150.9199981689453,153.44000244140625,153.44000244140625,428500
2025-09-22,152.7899932861328,152.7899932861328,147.8699951171875,148.0,148.0,809900
2025-09-23,147.97999572753906,149.83999633789062,147.74000549316406,148.92999267578125,148.92999267578125,648700
2025-09-24,149.97000122070312,153.07000732421875,149.42999267578125,152.2100067138672,152.2100067138672,623700
2025-09-25,152.1999969482422,152.1999969482422,146.72000122070312,147.13999938964844,147.13999938964844,458400
2025-09-26,147.25,147.25,144.5500030517578,145.77999877929688,145.77999877929688,607100
2025-09-29,148.0,148.1199951171875,146.1199951171875,146.3800048828125,146.3800048828125,637700
2025-09-30,149.13999938964844,149.2899932861328,143.7899932861328,144.77999877929688,144.77999877929688,570600
2025-10-01,144.0500030517578,145.42999267578125,137.47999572753906,139.19000244140625,139.19000244140625,596800
2025-10-02,139.89999389648438,140.4199981689453,137.8699951171875,138.2100067138672,138.2100067138672,378700
2025-10-03,139.0,141.10000610351562,137.72000122070312,138.1999969482422,138.1999969482422,448400
2025-10-06,139.24000549316406,140.47999572753906,136.69000244140625,138.00999450683594,138.00999450683594,504800
2025-10-07,138.00999450683594,138.8800048828125,134.22000122070312,135.14999389648438,135.14999389648438,604300
2025-10-08,137.02999877929688,139.57000732421875,136.60000610351562,138.1999969482422,138.1999969482422,486400
2025-10-09,140.14999389648438,140.17999267578125,137.52999877929688,137.67999267578125,137.67999267578125,321400
2025-10-10,137.67999267578125,138.3800048828125,132.60000610351562,133.85000610351562,133.85000610351562,504900
2025-10-13,135.10000610351562,135.5,131.8699951171875,132.0,132.0,409100
2025-10-14,130.52000427246094,132.77999877929688,129.4499969482422,131.4600067138672,131.4600067138672,734600
2025-10-15,131.66000366210938,131.66000366210938,128.17999267578125,128.52000427246094,128.52000427246094,543400
2025-10-16,129.52000427246094,130.24000549316406,127.0,128.33999633789062,128.33999633789062,647700
2025-10-17,126.72000122070312,130.00999450683594,126.66000366210938,129.8800048828125,129.8800048828125,425400
2025-10-20,131.75999450683594,132.8000030517578,131.0500030517578,132.2100067138672,132.2100067138672,563700
2025-10-21,132.2100067138672,137.0500030517578,131.5,134.52000427246094,134.52000427246094,669400
2025-10-22,134.52000427246094,134.89999389648438,132.4199981689453,132.69000244140625,132.69000244140625,358500
2025-10-23,132.67999267578125,134.07000732421875,131.35000610351562,131.97999572753906,131.97999572753906,439600
